Concept ID,Macro Dimension,Subdomain,Tradition / School,Philosophical Concept,Symbolic Keywords,Visual Evidence Patterns,Visual Inferability,Temporal Requirement,Grounding Rule,Maslow Relevance (Auxiliary),SEP Relationship,SEP Entry,SEP URL,Source Accessed,Ontology Status
PHC-337,Axiology,Metaethics,Metaethics,Moral Naturalism,Moral properties identical to natural properties; reducible,Colour reduced to wavelength; temperature to molecular motion; sound to vibration; density to mass/volume,not_image_decidable,snapshot,"Do not assign from a single image without decisive text, provenance, or task context.",not_applicable,related,Stanford Encyclopedia of Philosophy: naturalism: moral,https://plato.stanford.edu/entries/naturalism-moral/,2026-09-09,ontology_only
PHC-338,Axiology,Metaethics,Metaethics,Moral Non-Cognitivism (Ayer),Moral statements non-assertoric; emotive expression,Cheers and boos; thumbs up/down; clapping hands; frowning expression,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Ayer, Alfred Jules",https://plato.stanford.edu/entries/ayer/,2026-09-09,ontology_only
PHC-339,Axiology,Metaethics,Metaethics,Moral Non-Naturalism (Moore),Moral irreducible; distinct domain,Music not describable by colour; love not measurable by weight; separate disciplinary boundary; non-convertible units,not_image_decidable,snapshot,"Do not assign from a single image without decisive text, provenance, or task context.",not_applicable,direct,Stanford Encyclopedia of Philosophy: moral non-naturalism,https://plato.stanford.edu/entries/moral-non-naturalism/,2026-09-09,ontology_only
PHC-340,Axiology,Metaethics,Metaethics,Moral Particularism,Situation-dependent; no fixed rules,Tailor suiting to occasion; custom-fit size; route adjusted to conditions; recipe flexibly modified,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",self_actualization,direct,Stanford Encyclopedia of Philosophy: moral particularism,https://plato.stanford.edu/entries/moral-particularism/,2026-09-09,candidate
PHC-341,Axiology,Metaethics,Metaethics,Moral Realism (Plato),Objective moral reality; mind-independent good,North Star in air; law inscribed in stone; independent geometric truth; constant measure,not_image_decidable,snapshot,"Do not assign from a single image without decisive text, provenance, or task context.",not_applicable,direct,Stanford Encyclopedia of Philosophy: moral realism,https://plato.stanford.edu/entries/moral-realism/,2026-09-09,ontology_only
PHC-342,Axiology,Metaethics,Metaethics,Moral Reasoning (Aristotle),Chain of reasoning; premise to conclusion,Domino inference; logical chain; mathematical proof steps; puzzle gradually assembled,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,thinker_or_tradition,Stanford Encyclopedia of Philosophy: Aristotle,https://plato.stanford.edu/entries/aristotle/,2026-09-09,ontology_only
PHC-343,Axiology,Metaethics,Metaethics,Moral Relativism (Protagoras),Culture-dependent; multiple standards,Different regional measures; diverse hand-gestures; varied dress codes; different table manners,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: moral relativism,https://plato.stanford.edu/entries/moral-relativism/,2026-09-09,candidate
PHC-344,Axiology,Metaethics,Metaethics,Moral Requirements and Permissions,Boundary between required and allowed,Traffic-light permission/restriction; door-access rules; rule-book clauses; gate opening/closing,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: doing vs. allowing harm,https://plato.stanford.edu/entries/doing-allowing/,2026-09-09,candidate
PHC-345,Axiology,Metaethics,Metaethics,Moral Responsibility (Aristotle),Accountability; attributability,Signed statement of responsibility; hand on steering wheel; shoulder bearing consequence; signature left,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: moral responsibility,https://plato.stanford.edu/entries/moral-responsibility/,2026-09-09,candidate
PHC-346,Axiology,Metaethics,Metaethics,Moral Sentimentalism (Hume),Emotion-driven moral judgment,Rising anger; heart-warming feeling; frowning disgust; tearful sympathy,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: moral sentimentalism,https://plato.stanford.edu/entries/moral-sentimentalism/,2026-09-09,candidate
PHC-347,Axiology,Metaethics,Metaethics,Moral Universalism (Kant),Universally applicable; valid everywhere,Unified measure; universal traffic rule; formula valid everywhere; global standard time-zone,not_image_decidable,snapshot,"Do not assign from a single image without decisive text, provenance, or task context.",not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Kant, Immanuel",https://plato.stanford.edu/entries/kant/,2026-09-09,ontology_only
PHC-348,Axiology,Metaethics,Metaethics,Moral-Conventional Distinction,Boundary between morality and convention,Two parallel but distinct tracks; differently coloured labels; separate drawers; side-by-side different materials,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: moral/conventional distinction,https://plato.stanford.edu/entries/moral-conventional/,2026-09-09,candidate
PHC-349,Axiology,Metaethics,Metaethics,Normativity in Metaethics (Moore),"Normative ""ought"" questioning","Compass direction; signpost arrow; legal ""ought"" phrasing; blueprint design standard",not_image_decidable,snapshot,"Do not assign from a single image without decisive text, provenance, or task context.",not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Moore, George Edward",https://plato.stanford.edu/entries/moore/,2026-09-09,ontology_only
PHC-350,Axiology,Metaethics,Metaethics,Practical Reason (Aristotle),Rational deliberation for action,Scale weighing pros/cons; route-planning map; decision-tree branches; deliberate signature,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: practical reason,https://plato.stanford.edu/entries/practical-reason/,2026-09-09,candidate
PHC-351,Axiology,Metaethics,Metaethics,Principle of Alternative Possibilities (Frankfurt),Available alternatives; prerequisite for responsibility,Forking choices; existence of backup plan; multiple switches; parallel optional tracks,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: moral responsibility,https://plato.stanford.edu/entries/moral-responsibility/,2026-09-09,candidate
PHC-352,Axiology,Metaethics,Metaethics,Reasons for Action (Davidson),Justifying reasons behind action,Reason for opening a door; motive for pressing switch; destination set before departure; thought before raising hand,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: practical reason,https://plato.stanford.edu/entries/practical-reason/,2026-09-09,candidate
PHC-353,Axiology,Metaethics,Metaethics,Reflective Equilibrium in Ethics,Mutual adjustment of principles and intuitions,Repeatedly tuning instrument; recalibrated scale; polished lens; corrected map,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: reflective equilibrium,https://plato.stanford.edu/entries/reflective-equilibrium/,2026-09-09,candidate
PHC-354,Axiology,Metaethics,Metaethics,Rights (Kant),Just claim; demandable entitlement,Key to door; pass; reserved-seat ticket; contract clauses,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: rights,https://plato.stanford.edu/entries/rights/,2026-09-09,candidate
PHC-355,Axiology,Metaethics,Metaethics,Skepticism about Moral Responsibility (Galen Strawson),Questioning the justification of blame,Question mark on verdict; loosened chain of responsibility; dismantled causal chain; pending judgment,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,Stanford Encyclopedia of Philosophy: about moral responsibility,https://plato.stanford.edu/entries/skepticism-moral-responsibility/,2026-09-09,candidate
PHC-356,Axiology,Metaethics,Metaethics,Supererogation (Urmson),Beyond-duty acts; extra giving,Extra effort; additional practice; beyond-the-call help; detour to assist,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: supererogation,https://plato.stanford.edu/entries/supererogation/,2026-09-09,candidate
PHC-357,Axiology,Metaethics,Metaethics,Thick Ethical Concepts (Williams),Both descriptive and evaluative; dense notions,Seal that labels and judges; report that describes and evaluates; diagnosis that states fact and value; verdict that records and rules,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: thick ethical concepts,https://plato.stanford.edu/entries/thick-ethical-concepts/,2026-09-09,candidate
PHC-358,Axiology,Metaethics,Metaethics,Weakness of Will / Akrasia (Aristotle),Knowing but failing; will-weakness,Hand reaching despite knowing harm; brake released; knee bending; hand breaking vow,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: weakness of will,https://plato.stanford.edu/entries/weakness-will/,2026-09-09,candidate
PHC-359,Axiology,Metaethics,Metaethics,Weighing Reasons (Ross),Choosing among multiple reasons,Multiple weights on scale; combined force of ropes; multi-party opinions; combined puzzle-pieces,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: weighing reasons,https://plato.stanford.edu/entries/weighing-reasons/,2026-09-09,candidate
PHC-360,Axiology,Moral Psychology & Philosophy of Life,Ancient Skepticism,"Ataraxia (Pyrrho, Sextus)",Serenity; equanimity; undisturbed,Rippleless lake-mirror; impassive stone Buddha; eye of storm; calm surface over deep current; still candle flame,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: skepticism: ancient,https://plato.stanford.edu/entries/skepticism-ancient/,2026-09-09,candidate
PHC-361,Axiology,Moral Psychology & Philosophy of Life,Existential and Analytic Ethics,Meaning of Life,"meaningfulness, purpose, significance, and value of a life",a life narrative connected across projects and relationships; a memorial linking actions to enduring significance; explicit reflection on purpose in readable text,not_image_decidable,longitudinal,"Do not assign from a single image without decisive text, provenance, or task context.",self_actualization,direct,Stanford Encyclopedia of Philosophy: meaning of,https://plato.stanford.edu/entries/life-meaning/,2026-09-09,ontology_only
PHC-362,Axiology,Moral Psychology & Philosophy of Life,Existentialism,"Anxiety (Kierkegaard, Heidegger)",Unease; vertigo; groundlessness,Insomniac in darkness; bungee-edge toes; height vertigo; mist-obscured path; trembling on single-log bridge,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Heidegger, Martin",https://plato.stanford.edu/entries/heidegger/,2026-09-09,ontology_only
PHC-363,Axiology,Moral Psychology & Philosophy of Life,Existentialism,"Authenticity (Heidegger, Sartre)",Genuine; unpretended; true to self,Unmasked face; solitary cabin in wilderness; stripped label; unretouched detail; post-makeup mirror,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",self_actualization,direct,Stanford Encyclopedia of Philosophy: authenticity,https://plato.stanford.edu/entries/authenticity/,2026-09-09,candidate
PHC-364,Axiology,Moral Psychology & Philosophy of Life,Existentialism,Bad Faith / Self-Deception (Sartre),Self-deception; fleeing freedom; cowardly reliance on others,"Hand covering eyes with fingers apart; actor in costume saying ""I'm just a spectator""; unopened letter trembling in hand; masked dancer forgetting their own face; repeating ""I have no choice"" while knowing otherwise",symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: Sartre, Jean-Paul",https://plato.stanford.edu/entries/sartre/,2026-09-09,candidate
PHC-365,Axiology,Moral Psychology & Philosophy of Life,Existentialism,Despair (Kierkegaard),Hopeless clarity; extinction,Empty platform; last light at end times; cracked dry riverbed; flag drooping still; stopped clock hands,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Kierkegaard, Søren",https://plato.stanford.edu/entries/kierkegaard/,2026-09-09,ontology_only
PHC-366,Axiology,Moral Psychology & Philosophy of Life,Moral Psychology,Altruism,other-regarding concern; benefit to another at a cost,a person giving scarce food or time to another; rescue assistance involving visible cost; anonymous aid without an obvious reward,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",love_belonging,direct,Stanford Encyclopedia of Philosophy: altruism,https://plato.stanford.edu/entries/altruism/,2026-09-09,candidate
PHC-367,Axiology,Moral Psychology & Philosophy of Life,Moral Psychology,Empathy,understanding or sharing another's affective perspective,one person responding to another's distress; attentive posture plus context showing perspective-taking; mirrored expression with supportive action,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",love_belonging,direct,Stanford Encyclopedia of Philosophy: empathy,https://plato.stanford.edu/entries/empathy/,2026-09-09,candidate
PHC-368,Axiology,Moral Psychology & Philosophy of Life,Moral Psychology,Hope,desire for a possible good together with orientation toward its possibility,a person preparing for a desired but uncertain outcome; a vigil or waiting scene with an explicit object of hope; a plan maintained despite acknowledged uncertainty,context_heavy,longitudinal,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",self_actualization,direct,Stanford Encyclopedia of Philosophy: hope,https://plato.stanford.edu/entries/hope/,2026-09-09,candidate
PHC-369,Axiology,Moral Psychology & Philosophy of Life,Moral Psychology,Love,caring attachment; valuing and concern directed toward another,sustained caregiving with a clearly identified relationship; reciprocal affection plus supportive action; sacrifice connected to the loved person's good,context_heavy,longitudinal,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",love_belonging,direct,Stanford Encyclopedia of Philosophy: love,https://plato.stanford.edu/entries/love/,2026-09-09,candidate
PHC-370,Axiology,Moral Psychology & Philosophy of Life,Phenomenology & Existentialism,Absurd (Camus),Meaninglessness; world's silence,Sisyphus pushing rock; lone walker in desert; unanswered call; idly spinning gear,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Camus, Albert",https://plato.stanford.edu/entries/camus/,2026-09-09,ontology_only
PHC-371,Axiology,Moral Psychology & Philosophy of Life,Phenomenology & Existentialism,Nausea (Sartre),Heaviness of existence; raw awareness,Suddenly seeing tree-roots clearly; floating weightlessness; unfamiliar face in mirror; stomach-churning unease,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,thinker_or_tradition,"Stanford Encyclopedia of Philosophy: Sartre, Jean-Paul",https://plato.stanford.edu/entries/sartre/,2026-09-09,ontology_only
PHC-372,Axiology,Moral Psychology & Philosophy of Life,Value Theory,Well-Being,what makes a person's life go well,"multiple life conditions tracked over time; health, relationships, agency, and activity considered together; a stated preference contrasted with an objective condition",not_image_decidable,longitudinal,"Do not assign from a single image without decisive text, provenance, or task context.",physiological; safety; love_belonging; esteem; self_actualization,direct,Stanford Encyclopedia of Philosophy: well-being,https://plato.stanford.edu/entries/well-being/,2026-09-09,ontology_only
PHC-373,Axiology,Applied & Professional Ethics,Applied Ethics,Dirty Hands Problem (Walzer),Moral compromise; necessary evil,Mud-stained hands; lesser evil chosen; stained but necessary decision; covert trade-off,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,"Stanford Encyclopedia of Philosophy: dirty hands, the problem of",https://plato.stanford.edu/entries/dirty-hands/,2026-09-09,candidate
PHC-374,Axiology,Applied & Professional Ethics,Applied Ethics,Ethics of Manipulation,influence that subverts or bypasses another's deliberation,a deceptive interface steering one option; hidden strings controlling a figure; information asymmetry used to channel a decision,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",esteem,direct,"Stanford Encyclopedia of Philosophy: manipulation, ethics of",https://plato.stanford.edu/entries/ethics-manipulation/,2026-09-09,candidate
PHC-375,Axiology,Applied & Professional Ethics,Applied Ethics,Paternalism,Intervening for other's good; proxy-control,Leading rope; steering from behind; guard-rail restriction; parent holding child's hand across street,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: paternalism,https://plato.stanford.edu/entries/paternalism/,2026-09-09,candidate
PHC-376,Axiology,Applied & Professional Ethics,Applied Ethics,Pornography and Censorship,Tension between expression and regulation,Blurred images; censor's red pen; edited-out segments; labelled covers,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: pornography: and censorship,https://plato.stanford.edu/entries/pornography-censorship/,2026-09-09,candidate
PHC-377,Axiology,Applied & Professional Ethics,Applied Ethics,Privacy (Warren & Brandeis),Private sphere; non-intrusion,Drawn curtain; locked door; fenced enclosure; sealed envelope,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",safety,related,Stanford Encyclopedia of Philosophy: privacy,https://plato.stanford.edu/entries/privacy/,2026-09-09,candidate
PHC-378,Axiology,Applied & Professional Ethics,Applied Ethics,Self-Defense,Resisting harm; just counter-action,Raised shield; blocking arm; locked door; erected fence,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: self-defense,https://plato.stanford.edu/entries/self-defense/,2026-09-09,candidate
PHC-379,Axiology,Applied & Professional Ethics,Applied Ethics,Suicide (Hume),Ending life; limit of self-determination,Extinguished candle; last step at cliff; flatlining ECG; falling curtain,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,physiological,direct,Stanford Encyclopedia of Philosophy: suicide,https://plato.stanford.edu/entries/suicide/,2026-09-09,candidate
PHC-380,Axiology,Applied & Professional Ethics,Applied Ethics,Trust,Reliance; entrustment,Handed-over key; clasped hands; entrusted luggage; open door,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: trust,https://plato.stanford.edu/entries/trust/,2026-09-09,candidate
PHC-381,Axiology,Applied & Professional Ethics,Applied Ethics,Vegetarianism (Peter Singer),Abstaining from killing; dietary ethics,Empty plate instead of meat; field vegetables; released animals; green table,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,"Stanford Encyclopedia of Philosophy: vegetarianism, ethics of",https://plato.stanford.edu/entries/vegetarianism/,2026-09-09,candidate
PHC-382,Axiology,Applied & Professional Ethics,Collective Ethics,Collective Responsibility,group accountability; shared or distributed responsibility,a group jointly signing a decision; an organizational chain visibly linked to a harmful outcome; team roles assigned in a shared plan,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: collective,https://plato.stanford.edu/entries/collective-responsibility/,2026-09-09,candidate
PHC-383,Axiology,Bioethics & Health Ethics,Applied Ethics,Abortion Ethics (Thomson),Origin-of-life debate; moral boundary,Unfolding embryo; blurred boundary; life on both scale-pans; pending verdict,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,"Stanford Encyclopedia of Philosophy: abortion, ethics of",https://plato.stanford.edu/entries/abortion/,2026-09-09,candidate
PHC-384,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Advance Directive,Prior wishes; future self-determination,Pre-written letter; sealed instruction; pre-set option; envelope to be opened later,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: advance directives,https://plato.stanford.edu/entries/advance-directives/,2026-09-09,candidate
PHC-385,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Chimera Ethics,Cross-species mixing; blurred boundaries,Spliced biological map; hybrid-gene helix; cross-grafted branches; fused textures,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,contextual,Stanford Encyclopedia of Philosophy: theory,https://plato.stanford.edu/entries/theory-bioethics/,2026-09-09,ontology_only
PHC-386,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Cloning Ethics,Copying; identical genetic reproduction,Mirror-copy image; die-cast replica; DNA-strand copy; printer-batch copies,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: cloning,https://plato.stanford.edu/entries/cloning/,2026-09-09,candidate
PHC-387,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Cognitive Impairment and Moral Status,Mental difference and moral consideration,Fluctuating EEG; diverse cognitive-path diagrams; different-tempo clocks; multi-colour cognitive spectrum,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",esteem,related,Stanford Encyclopedia of Philosophy: cognitive disability and moral status,https://plato.stanford.edu/entries/cognitive-disability/,2026-09-09,candidate
PHC-388,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Critical Disability Theory,Redefining disability; social model,Steps replaced by ramp; redrawn normative curve; unconventional classification labels; multi-perspective lens,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: critical disability theory,https://plato.stanford.edu/entries/disability-critical/,2026-09-09,candidate
PHC-389,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Disability and Well-being,Quality of life and self-realisation,Still-flowering after adjustment; adaptive posture; smile after overcoming; diverse happiness-picture,not_image_decidable,longitudinal,"Do not assign from a single image without decisive text, provenance, or task context.",not_applicable,direct,Stanford Encyclopedia of Philosophy: and well-being,https://plato.stanford.edu/entries/disability-well-being/,2026-09-09,ontology_only
PHC-390,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Egg / Sperm Donation and Sale,Ethical boundaries of reproductive resources,Donation box vs market-label; scale weighing ethics and demand; anonymous donor envelope; dividing line between gift and trade,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,related,Stanford Encyclopedia of Philosophy: donation and sale of human eggs and sperm,https://plato.stanford.edu/entries/gametes-donation-sale/,2026-09-09,candidate
PHC-391,Axiology,Bioethics & Health Ethics,Biomedical Ethics,"Ethical, Legal, and Social Issues in Human Genomics",genomic knowledge; prediction and privacy; intervention and inheritance,a DNA sequence linked to a consent form; genomic data behind an access-control screen; family pedigree beside a genetic test result,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,contextual,Stanford Encyclopedia of Philosophy: theory,https://plato.stanford.edu/entries/theory-bioethics/,2026-09-09,ontology_only
PHC-392,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Eugenics (Galton),Selective improvement; controversial genetic engineering,Selected seeds; arranged nursery; genetic markers; chosen samples,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: eugenics,https://plato.stanford.edu/entries/eugenics/,2026-09-09,candidate
PHC-393,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Health and Disease,Boundary between normal and pathological,Thermometer scale; health-index curve; normal/abnormal on scale; diagnostic dividing line,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",physiological,direct,Stanford Encyclopedia of Philosophy: health,https://plato.stanford.edu/entries/health-disease/,2026-09-09,candidate
PHC-394,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Human Enhancement (Sandel),Beyond natural limits; capacity upgrade,Human with wings; enhanced muscles; upgraded chip; athlete beyond limits,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: human enhancement,https://plato.stanford.edu/entries/enhancement/,2026-09-09,candidate
PHC-395,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Informed Consent,disclosure; comprehension; voluntariness; authorization,options and material risks presented in readable form; the decision-maker demonstrating understanding; an uncoerced accept-or-refuse choice with refusal available,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,direct,Stanford Encyclopedia of Philosophy: informed consent,https://plato.stanford.edu/entries/informed-consent/,2026-09-09,candidate
PHC-396,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Mental Disorder,Psychological imbalance; inner storm,Churning clouds; unbalanced scale; erratic wave-curve; wavering needle,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,safety,direct,Stanford Encyclopedia of Philosophy: mental disorder,https://plato.stanford.edu/entries/mental-disorder/,2026-09-09,candidate
PHC-397,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Non-Identity Problem (Parfit),Identity depends on choice; paradoxical existence,Different choices leading to different persons; fork-decided identity; parallel-world self; individual existing because of choice,context_heavy,longitudinal,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",esteem,direct,Stanford Encyclopedia of Philosophy: nonidentity problem,https://plato.stanford.edu/entries/nonidentity-problem/,2026-09-09,candidate
PHC-398,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Organ Trade,Commodification of the body,Priced organ icon; ethics-vs-benefit scale; traded-resource symbol; contested market-label,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: sale of human organs,https://plato.stanford.edu/entries/organs-sale/,2026-09-09,candidate
PHC-399,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Parenthood and Procreation,Ethics of birth and raising,Newborn in cradle; held little hand; planted family tree; jointly built nest,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,love_belonging,direct,Stanford Encyclopedia of Philosophy: parenthood and procreation,https://plato.stanford.edu/entries/parenthood/,2026-09-09,candidate
PHC-400,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Philosophy of Biomedicine,Philosophical reflection on body and disease,Microscope cellular images; stethoscope against heartbeat; X-ray perspective; layered medical records,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,physiological,related,"Stanford Encyclopedia of Philosophy: biomedicine, philosophy of",https://plato.stanford.edu/entries/biomedicine/,2026-09-09,candidate
PHC-401,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Principle of Beneficence,promoting another's good; preventing or removing harm,care given to an injured person; resources directed to a beneficiary; protective intervention with the recipient and benefit visibly identified,context_heavy,process,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",love_belonging,direct,"Stanford Encyclopedia of Philosophy: beneficence, principle of",https://plato.stanford.edu/entries/principle-beneficence/,2026-09-09,candidate
PHC-402,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Research Ethics in Clinical Trials,Regulated experimentation; ethical review,Review-committee seal; experiment log; participant's consent file; scale-like risk-benefit,context_heavy,snapshot,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",not_applicable,related,"Stanford Encyclopedia of Philosophy: ethics, biomedical: clinical research",https://plato.stanford.edu/entries/clinical-research/,2026-09-09,candidate
PHC-403,Axiology,Bioethics & Health Ethics,Biomedical Ethics,Stem Cell Research,Exploration of life's origin; regenerative potential,Sprouting seed; differentiating cells; microscope-visible germ; malleable clay,symbol_mediated,snapshot,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,not_applicable,direct,Stanford Encyclopedia of Philosophy: stem cell research,https://plato.stanford.edu/entries/stem-cells/,2026-09-09,candidate
