concept_id,concept,evidence_tier,neighbor_source,neighbor_rank,neighbor_id,neighbor_concept,neighbor_subdomain,similarity_score,shared_axis,shared_symbolic_keywords,concept_only_visual_patterns,neighbor_only_visual_patterns,concept_grounding_rule,neighbor_grounding_rule,human_discrimination_rule,reviewer_id
PHC-477,Exploitation (Marx),A_core_recommended,same_subdomain,3,PHC-480,Public Goods (Samuelson),Political Economy & Critical Theory,0.048,,,drained well;labour-extracting gear;one-sided press;unbalanced scales,free park;public bench;shared well;streetlight illuminating all,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-477,Exploitation (Marx),A_core_recommended,same_subdomain,4,PHC-498,Domination (Marx),Political Economy & Critical Theory,0.045,,,drained well;labour-extracting gear;one-sided press;unbalanced scales,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-477,Exploitation (Marx),A_core_recommended,same_subdomain,5,PHC-478,Free-Rider Problem (Olson),Political Economy & Critical Theory,0.042,,,drained well;labour-extracting gear;one-sided press;unbalanced scales,free lunch;free ride;sharing porridge without labour;well not carried,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-477,Exploitation (Marx),A_core_recommended,lexical_overlap,6,PHC-513,Colonialism,"Global, Postcolonial & National Identity",0.091,,,drained well;labour-extracting gear;one-sided press;unbalanced scales,flag-planted map;land with resources drained;one-way outflow arrows;partitioned territory,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",,
PHC-477,Exploitation (Marx),A_core_recommended,lexical_overlap,7,PHC-459,Retributive Justice (Kant),"Justice, Rights & Equality",0.050,,,drained well;labour-extracting gear;one-sided press;unbalanced scales,balanced scales;equal weights;mirror-causality;symmetrical judgment,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",,
PHC-481,Authority (Weber),A_core_recommended,same_axis_retrieval,1,PHC-490,Philosophy of War,Political Economy & Critical Theory,,power_conflict,,baton's wave;obeyed command;submissive posture;worn sceptre,burning battlefield;clashing swords;opposing armies;torn peace-flag,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-481,Authority (Weber),A_core_recommended,same_axis_retrieval,2,PHC-498,Domination (Marx),Political Economy & Critical Theory,,power_conflict,,baton's wave;obeyed command;submissive posture;worn sceptre,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-481,Authority (Weber),A_core_recommended,same_subdomain,3,PHC-491,Political Legitimacy (Weber),Political Economy & Critical Theory,0.050,,,baton's wave;obeyed command;submissive posture;worn sceptre,coronation ritual;enthroned posture;nodding recognition;stamped authorisation,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",,
PHC-481,Authority (Weber),A_core_recommended,same_subdomain,4,PHC-485,Cultural Hegemony (Gramsci),Political Economy & Critical Theory,0.043,,,baton's wave;obeyed command;submissive posture;worn sceptre,covert overlay;diffuse uniform tint;invisible guiding hand;permeating dye,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",,
PHC-481,Authority (Weber),A_core_recommended,same_subdomain,5,PHC-494,Sovereignty (Bodin),Political Economy & Critical Theory,0.043,,,baton's wave;obeyed command;submissive posture;worn sceptre,crown symbol;throne overlooking all;unique seal;unshakeable sceptre,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-481,Authority (Weber),A_core_recommended,lexical_overlap,6,PHC-412,Identity Politics,Political Philosophy & Authority,0.048,,,baton's wave;obeyed command;submissive posture;worn sceptre,demarcated camp;gathered group;raised group flag;worn identity badge,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",,
PHC-481,Authority (Weber),A_core_recommended,lexical_overlap,7,PHC-304,Respect (Kant),Normative & Virtue Ethics,0.045,,,baton's wave;obeyed command;submissive posture;worn sceptre,formal bow;level gaze;listening posture;personal space,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-483,Coercion (Hobbes),A_core_recommended,same_axis_retrieval,1,PHC-417,Negative Liberty (Berlin),Political Philosophy & Authority,,freedom_constraint,,bound rope;choice under gun;steps pushed forward;twisted arm,clear road;open doors;removed fences;unlocked passage,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-483,Coercion (Hobbes),A_core_recommended,same_axis_retrieval,2,PHC-418,Positive Liberty (Berlin),Political Philosophy & Authority,,freedom_constraint,,bound rope;choice under gun;steps pushed forward;twisted arm,filled tank;lit bulb;provided tools;spread wings,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-483,Coercion (Hobbes),A_core_recommended,same_subdomain,3,PHC-477,Exploitation (Marx),Political Economy & Critical Theory,0.000,,,bound rope;choice under gun;steps pushed forward;twisted arm,drained well;labour-extracting gear;one-sided press;unbalanced scales,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-483,Coercion (Hobbes),A_core_recommended,same_subdomain,4,PHC-478,Free-Rider Problem (Olson),Political Economy & Critical Theory,0.000,,,bound rope;choice under gun;steps pushed forward;twisted arm,free lunch;free ride;sharing porridge without labour;well not carried,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-483,Coercion (Hobbes),A_core_recommended,same_subdomain,5,PHC-479,Prisoner's Dilemma (Tucker),Political Economy & Critical Theory,0.000,,,bound rope;choice under gun;steps pushed forward;twisted arm,handshake or release moment;in-game dilemma;trust vs betrayal weights;two cells,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-483,Coercion (Hobbes),A_core_recommended,lexical_overlap,6,PHC-328,Internal and External Reasons (Williams),Metaethics,0.154,,,bound rope;choice under gun;steps pushed forward;twisted arm,inner fire vs external fuel;self-driven vs pushed step;spontaneous smile vs formal bow;voluntary giving vs forced obedience,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",,
PHC-483,Coercion (Hobbes),A_core_recommended,lexical_overlap,7,PHC-332,Moral Dilemmas,Metaethics,0.087,,,bound rope;choice under gun;steps pushed forward;twisted arm,crossroads;hands in dilemma;scales with hard-to-balance weights;tug-of-war stalemate,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",,
PHC-490,Philosophy of War,A_core_recommended,same_axis_retrieval,1,PHC-481,Authority (Weber),Political Economy & Critical Theory,,power_conflict,,burning battlefield;clashing swords;opposing armies;torn peace-flag,baton's wave;obeyed command;submissive posture;worn sceptre,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-490,Philosophy of War,A_core_recommended,same_axis_retrieval,2,PHC-498,Domination (Marx),Political Economy & Critical Theory,,power_conflict,,burning battlefield;clashing swords;opposing armies;torn peace-flag,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-490,Philosophy of War,A_core_recommended,same_subdomain,3,PHC-477,Exploitation (Marx),Political Economy & Critical Theory,0.000,,,burning battlefield;clashing swords;opposing armies;torn peace-flag,drained well;labour-extracting gear;one-sided press;unbalanced scales,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-490,Philosophy of War,A_core_recommended,same_subdomain,4,PHC-478,Free-Rider Problem (Olson),Political Economy & Critical Theory,0.000,,,burning battlefield;clashing swords;opposing armies;torn peace-flag,free lunch;free ride;sharing porridge without labour;well not carried,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-490,Philosophy of War,A_core_recommended,same_subdomain,5,PHC-479,Prisoner's Dilemma (Tucker),Political Economy & Critical Theory,0.000,,,burning battlefield;clashing swords;opposing armies;torn peace-flag,handshake or release moment;in-game dilemma;trust vs betrayal weights;two cells,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-490,Philosophy of War,A_core_recommended,lexical_overlap,6,PHC-165,Antinomies (Kant),Knowledge & Truth,0.125,,,burning battlefield;clashing swords;opposing armies;torn peace-flag,armies facing off;balanced scales;magnet repulsion;opposing arguments;twilight boundary,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-490,Philosophy of War,A_core_recommended,lexical_overlap,7,PHC-085,Temporality (Heidegger),"Time, Space & Change",0.045,,,burning battlefield;clashing swords;opposing armies;torn peace-flag,arrow in flight;burning candle;growing vine;unfolding scroll,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-498,Domination (Marx),A_core_recommended,same_axis_retrieval,1,PHC-481,Authority (Weber),Political Economy & Critical Theory,,power_conflict,,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,baton's wave;obeyed command;submissive posture;worn sceptre,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-498,Domination (Marx),A_core_recommended,same_axis_retrieval,2,PHC-490,Philosophy of War,Political Economy & Critical Theory,,power_conflict,,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,burning battlefield;clashing swords;opposing armies;torn peace-flag,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-498,Domination (Marx),A_core_recommended,same_subdomain,3,PHC-485,Cultural Hegemony (Gramsci),Political Economy & Critical Theory,0.087,,,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,covert overlay;diffuse uniform tint;invisible guiding hand;permeating dye,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",,
PHC-498,Domination (Marx),A_core_recommended,same_subdomain,4,PHC-494,Sovereignty (Bodin),Political Economy & Critical Theory,0.087,,,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,crown symbol;throne overlooking all;unique seal;unshakeable sceptre,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-498,Domination (Marx),A_core_recommended,same_subdomain,5,PHC-477,Exploitation (Marx),Political Economy & Critical Theory,0.045,,,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,drained well;labour-extracting gear;one-sided press;unbalanced scales,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,,
PHC-498,Domination (Marx),A_core_recommended,lexical_overlap,6,PHC-140,Omnipotence (Aquinas),Philosophy of Religion,0.095,,,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,all-governing hand;encompassing halo;infinite energy-beam;mountain-moving force,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Do not assign from a single image without decisive text, provenance, or task context.",,
PHC-498,Domination (Marx),A_core_recommended,lexical_overlap,7,PHC-422,Federalism (US Constitution),Political Philosophy & Authority,0.087,,,bent back;hanging rein of domination;overlooking hand;overlooking pyramid of power,hierarchical organigram;pyramid multi-layer structure;segmented administrative map;trunk-branch division,Treat the anchor as a culturally contingent cue and state the anchor-to-symbol rationale.,"Require corroborating text, provenance, sequence, or multiple independent visual anchors.",,
