blind_id,annotation_item_id,sample_id,file_name,image_path,split,group_id,source,track,benchmark_axis_id,ai_candidate_concept_ids
F1531,F1531,PHL1800_IRFL_0446,PHL1800_IRFL_0446.jpg,images/PHL1800_IRFL_0446.jpg,calibration,IRFL:in the wink of an eye,IRFL,boundary,insufficient_evidence,PHC-060;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1539,F1539,PHL1800_HAIV_0164,PHL1800_HAIV_0164.png,images/PHL1800_HAIV_0164.png,calibration,HAIV:FLUTE:i waded through the work.,HAIVMet,positive,labor_technology,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-317;PHC-345;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1549,F1549,PHL1800_HAIV_0462,PHL1800_HAIV_0462.png,images/PHL1800_HAIV_0462.png,calibration,HAIV:Tsvetkov:countless marriages have survived initial problems.,HAIVMet,positive,social_existence,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1550,F1550,PHL1800_HL_0532,PHL1800_HL_0532.png,images/PHL1800_HL_0532.png,calibration,HL:test_799.png,HL Dataset,boundary,insufficient_evidence,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1568,F1568,PHL1800_IRFL_0252,PHL1800_IRFL_0252.jpg,images/PHL1800_IRFL_0252.jpg,calibration,IRFL:mutton dressed as lamb,IRFL,positive,time_mortality,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1608,F1608,PHL1800_HAIV_0505,PHL1800_HAIV_0505.png,images/PHL1800_HAIV_0505.png,calibration,HAIV:FigQA:a friend is a treasure.,HAIVMet,positive,social_existence,PHC-134;PHC-136;PHC-289;PHC-315;PHC-345;PHC-361;PHC-382;PHC-440
F1612,F1612,PHL1800_IRFL_0385,PHL1800_IRFL_0385.jpg,images/PHL1800_IRFL_0385.jpg,calibration,IRFL:as hard as rocks,IRFL,positive,other_abstract_relation,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1615,F1615,PHL1800_HAIV_0277,PHL1800_HAIV_0277.png,images/PHL1800_HAIV_0277.png,calibration,HAIV:FLUTE:he kissed her as though he were trying to win a sword fight,HAIVMet,positive,power_conflict,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-289;PHC-317;PHC-361;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1623,F1623,PHL1800_HL_0439,PHL1800_HL_0439.png,images/PHL1800_HL_0439.png,calibration,HL:train_13127.png,HL Dataset,positive,faith_meaning,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-289;PHC-317;PHC-361;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1628,F1628,PHL1800_HAIV_0328,PHL1800_HAIV_0328.png,images/PHL1800_HAIV_0328.png,calibration,HAIV:CoPoet:her soul is like a quiet sea,HAIVMet,positive,identity_appearance,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1630,F1630,PHL1800_MM_0115,PHL1800_MM_0115.jpg,images/PHL1800_MM_0115.jpg,calibration,MM:seed:543,MM-MoralBench,positive,ethics_responsibility,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1631,F1631,PHL1800_HAIV_0357,PHL1800_HAIV_0357.png,images/PHL1800_HAIV_0357.png,calibration,HAIV:CoPoet:death is like moonlight in a lofty wood,HAIVMet,positive,time_mortality,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-440
F1647,F1647,PHL1800_HL_0103,PHL1800_HL_0103.png,images/PHL1800_HL_0103.png,calibration,HL:train_5440.png,HL Dataset,positive,freedom_constraint,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1674,F1674,PHL1800_IRFL_0061,PHL1800_IRFL_0061.jpg,images/PHL1800_IRFL_0061.jpg,calibration,IRFL:under lock and key,IRFL,positive,freedom_constraint,PHC-134;PHC-136;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1684,F1684,PHL1800_IRFL_0353,PHL1800_IRFL_0353.jpg,images/PHL1800_IRFL_0353.jpg,calibration,IRFL:as strong as an ox,IRFL,positive,identity_appearance,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-481;PHC-483;PHC-490;PHC-498;PHC-503
F1692,F1692,PHL1800_IRFL_0440,PHL1800_IRFL_0440.jpg,images/PHL1800_IRFL_0440.jpg,calibration,IRFL:go to town,IRFL,boundary,insufficient_evidence,PHC-060;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-417;PHC-418;PHC-483
F1705,F1705,PHL1800_HAIV_0285,PHL1800_HAIV_0285.png,images/PHL1800_HAIV_0285.png,calibration,HAIV:FLUTE:my heart skips when he walks in the room.,HAIVMet,positive,social_existence,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-407;PHC-440;PHC-477;PHC-503
F1707,F1707,PHL1800_HL_0215,PHL1800_HL_0215.png,images/PHL1800_HL_0215.png,calibration,HL:train_7684.png,HL Dataset,positive,knowledge_truth,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1711,F1711,PHL1800_HL_0314,PHL1800_HL_0314.png,images/PHL1800_HL_0314.png,calibration,HL:train_12323.png,HL Dataset,positive,choice_journey,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1714,F1714,PHL1800_IRFL_0099,PHL1800_IRFL_0099.webp,images/PHL1800_IRFL_0099.webp,calibration,IRFL:cross swords,IRFL,positive,power_conflict,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1717,F1717,PHL1800_HL_0278,PHL1800_HL_0278.png,images/PHL1800_HL_0278.png,calibration,HL:train_13030.png,HL Dataset,positive,power_conflict,PHC-060;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-317;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1734,F1734,PHL1800_HAIV_0086,PHL1800_HAIV_0086.png,images/PHL1800_HAIV_0086.png,calibration,"HAIV:FLUTE:when the next tremor of terror tore though me, it made a very physical appearance when i was like a lone leaf in the dead of winter.",HAIVMet,positive,identity_appearance,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1753,F1753,PHL1800_HL_0376,PHL1800_HL_0376.png,images/PHL1800_HL_0376.png,calibration,HL:train_11571.png,HL Dataset,positive,social_existence,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1756,F1756,PHL1800_HL_0493,PHL1800_HL_0493.png,images/PHL1800_HL_0493.png,calibration,HL:test_625.png,HL Dataset,positive,labor_technology,PHC-055;PHC-060;PHC-066;PHC-080;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1759,F1759,PHL1800_HAIV_0146,PHL1800_HAIV_0146.png,images/PHL1800_HAIV_0146.png,calibration,HAIV:FLUTE:the government bowed to the military pressure.,HAIVMet,positive,power_conflict,PHC-060;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-315;PHC-345;PHC-363;PHC-364;PHC-382;PHC-417;PHC-418;PHC-440;PHC-481;PHC-483;PHC-490;PHC-498
F1779,F1779,PHL1800_HL_0237,PHL1800_HL_0237.png,images/PHL1800_HL_0237.png,calibration,HL:train_2488.png,HL Dataset,positive,ethics_responsibility,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-382;PHC-417;PHC-418;PHC-440;PHC-483
F1781,F1781,PHL1800_HL_0320,PHL1800_HL_0320.png,images/PHL1800_HL_0320.png,calibration,HL:train_13232.png,HL Dataset,positive,choice_journey,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-289;PHC-317;PHC-361;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
F1784,F1784,PHL1800_IRFL_0462,PHL1800_IRFL_0462.jpg,images/PHL1800_IRFL_0462.jpg,calibration,IRFL:light of my life,IRFL,boundary,insufficient_evidence,PHC-055;PHC-066;PHC-080;PHC-114;PHC-133;PHC-161;PHC-192;PHC-203;PHC-317
F1789,F1789,PHL1800_HL_0027,PHL1800_HL_0027.png,images/PHL1800_HL_0027.png,calibration,HL:train_4300.png,HL Dataset,positive,identity_appearance,PHC-060;PHC-134;PHC-136;PHC-161;PHC-192;PHC-203;PHC-363;PHC-364;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-483;PHC-503
F1794,F1794,PHL1800_HAIV_0455,PHL1800_HAIV_0455.png,images/PHL1800_HAIV_0455.png,calibration,HAIV:Tsvetkov:the future of our transportation system hangs in the balance.,HAIVMet,positive,time_mortality,PHC-114;PHC-133;PHC-134;PHC-136;PHC-315;PHC-317;PHC-345;PHC-382;PHC-407;PHC-417;PHC-418;PHC-440;PHC-477;PHC-481;PHC-483;PHC-490;PHC-498;PHC-503
F1795,F1795,PHL1800_HL_0081,PHL1800_HL_0081.png,images/PHL1800_HL_0081.png,calibration,HL:test_1239.png,HL Dataset,positive,freedom_constraint,PHC-055;PHC-060;PHC-066;PHC-080;PHC-114;PHC-133;PHC-134;PHC-136;PHC-317;PHC-363;PHC-364;PHC-417;PHC-418;PHC-440;PHC-483
